# wavelength(um)    fp/fs
0.132714     1.87759000e-04
0.132758     5.61833000e-04
0.132802     1.67568000e-04
0.132846     5.37920000e-04
0.132891     4.95199000e-04
0.132935     2.92258000e-04
0.132979     8.91169000e-04
0.133024     4.56242000e-04
0.133068     2.93153000e-04
0.133112     5.03061000e-04
0.133157     5.10687000e-04
0.133201     2.41062000e-04
0.133245     1.73081000e-04
0.133290     5.42305000e-04
0.133334     2.46897000e-04
0.133379     4.01464000e-04
0.133423     4.86320000e-04
0.133468     3.17072000e-04
0.133512     2.19531000e-04
0.133557     1.82964000e-04
0.133601     2.93908000e-04
0.133646     5.04881000e-04
0.133690     1.61387000e-04
0.133735     1.75435000e-04
0.133779     2.22019000e-04
0.133824     2.35556000e-04
0.133869     2.82995000e-04
0.133913     1.66503000e-04
0.133958     2.78654000e-04
0.134003     2.68264000e-04
0.134047     1.50042000e-04
0.134092     1.84514000e-04
0.134137     1.49047000e-04
0.134181     1.72565000e-04
0.134226     2.11853000e-04
0.134271     2.56316000e-04
0.134316     4.51462000e-04
0.134360     1.56386000e-04
0.134405     1.80594000e-04
0.134450     4.89546000e-04
0.134495     3.91642000e-04
0.134540     2.11491000e-04
0.134584     3.19301000e-04
0.134629     2.21722000e-04
0.134674     1.57050000e-04
0.134719     2.05976000e-04
0.134764     4.83901000e-04
0.134809     2.14446000e-04
0.134854     4.92005000e-04
0.134899     2.20306000e-04
0.134944     2.04595000e-04
0.134989     1.97559000e-04
0.135034     2.31694000e-04
0.135079     4.75510000e-04
0.135124     4.67915000e-04
0.135169     5.47212000e-04
0.135214     2.20343000e-04
0.135259     1.80598000e-04
0.135304     4.82167000e-04
0.135349     2.99235000e-04
0.135394     4.63180000e-04
0.135439     1.58779000e-04
0.135484     5.06692000e-04
0.135530     4.55965000e-04
0.135575     1.91344000e-04
0.135620     2.56143000e-04
0.135665     2.38439000e-04
0.135710     1.43742000e-04
0.135756     2.13189000e-04
0.135801     1.95114000e-04
0.135846     4.69091000e-04
0.135891     4.83787000e-04
0.135937     4.35919000e-04
0.135982     1.84767000e-04
0.136027     2.35475000e-04
0.136073     3.61841000e-04
0.136118     1.50465000e-04
0.136163     3.49186000e-04
0.136209     4.51667000e-04
0.136254     3.05908000e-04
0.136300     4.12427000e-04
0.136345     2.35036000e-04
0.136391     2.47669000e-04
0.136436     1.51040000e-04
0.136481     2.52909000e-04
0.136527     3.05008000e-04
0.136572     1.40913000e-04
0.136618     1.97687000e-04
0.136664     1.61443000e-04
0.136709     1.60799000e-04
0.136755     1.52884000e-04
0.136800     1.64753000e-04
0.136846     3.48344000e-04
0.136891     1.87685000e-04
0.136937     2.48940000e-04
0.136983     1.48021000e-04
0.137028     2.75580000e-04
0.137074     1.94436000e-04
0.137120     9.16623000e-04
0.137165     1.39777000e-04
0.137211     1.77483000e-04
0.137257     1.90450000e-04
0.137303     2.50886000e-04
0.137348     1.76330000e-04
0.137394     1.59490000e-04
0.137440     2.43255000e-04
0.137486     1.52975000e-04
0.137532     1.35733000e-04
0.137578     4.00012000e-04
0.137623     5.18867000e-04
0.137669     1.60886000e-04
0.137715     3.54486000e-04
0.137761     1.38029000e-04
0.137807     2.80988000e-04
0.137853     5.21278000e-04
0.137899     3.23881000e-04
0.137945     1.50167000e-04
0.137991     1.41568000e-04
0.138037     6.04047000e-04
0.138083     5.89621000e-04
0.138129     1.62501000e-04
0.138175     1.64998000e-04
0.138221     4.51607000e-04
0.138267     3.86949000e-04
0.138313     1.55077000e-04
0.138359     2.97799000e-04
0.138405     4.56674000e-04
0.138451     1.32612000e-04
0.138498     5.48583000e-04
0.138544     2.09885000e-04
0.138590     1.42743000e-04
0.138636     1.79413000e-04
0.138682     1.42690000e-04
0.138729     5.60392000e-04
0.138775     2.80533000e-04
0.138821     3.45285000e-04
0.138867     5.91464000e-04
0.138914     5.84187000e-04
0.138960     1.54136000e-04
0.139006     1.37895000e-04
0.139053     3.44959000e-04
0.139099     1.76725000e-04
0.139145     2.41244000e-04
